Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01450","Olives","1991","1991","ha","12020","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01450","Olives","1992","1992","ha","12180","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01450","Olives","1993","1993","ha","12180","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01450","Olives","1994","1994","ha","12950","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01450","Olives","1995","1995","ha","13640","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01450","Olives","1996","1996","ha","13640","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01450","Olives","1997","1997","ha","14285","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01450","Olives","1998","1998","ha","14285","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01450","Olives","1999","1999","ha","14285","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01450","Olives","2000","2000","ha","14570","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01450","Olives","2001","2001","ha","14570","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01450","Olives","2002","2002","ha","14569","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01450","Olives","2003","2003","ha","14570","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01450","Olives","2004","2004","ha","12960","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01450","Olives","2005","2005","ha","12950","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01450","Olives","2006","2006","ha","12545","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01450","Olives","2007","2007","ha","12141","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01450","Olives","2008","2008","ha","12141","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01450","Olives","2009","2009","ha","12545","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01450","Olives","2010","2010","ha","14569","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01450","Olives","2011","2011","ha","16794","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01450","Olives","2012","2012","ha","17806","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01450","Olives","2013","2013","ha","16187","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01450","Olives","2014","2014","ha","14973","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01450","Olives","2015","2015","ha","14570","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01450","Olives","2016","2016","ha","14970","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01450","Olives","2017","2017","ha","16190","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01450","Olives","2018","2018","ha","15180","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01450","Olives","2019","2019","ha","15180","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01450","Olives","2020","2020","ha","14570","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01450","Olives","1961","1961","hg/ha","34982","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01450","Olives","1962","1962","hg/ha","41199","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01450","Olives","1963","1963","hg/ha","45003","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01450","Olives","1964","1964","hg/ha","42341","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01450","Olives","1965","1965","hg/ha","40463","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01450","Olives","1966","1966","hg/ha","53096","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01450","Olives","1967","1967","hg/ha","11624","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01450","Olives","1968","1968","hg/ha","71405","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01450","Olives","1969","1969","hg/ha","57476","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01450","Olives","1970","1970","hg/ha","42232","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01450","Olives","1971","1971","hg/ha","44509","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01450","Olives","1972","1972","hg/ha","19174","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01450","Olives","1973","1973","hg/ha","54886","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01450","Olives","1974","1974","hg/ha","46028","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01450","Olives","1975","1975","hg/ha","51597","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01450","Olives","1976","1976","hg/ha","58246","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01450","Olives","1977","1977","hg/ha","29133","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01450","Olives","1978","1978","hg/ha","75950","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01450","Olives","1979","1979","hg/ha","37676","E","Estimated value"
